Cluster	Cell
0	Cell902458
0	Cell902809
0	Cell903150
0	Cell903228
0	Cell903455
0	Cell903769
0	Cell903868
0	Cell904181
0	Cell904199
0	Cell904423
0	Cell904858
0	Cell904899
0	Cell905058
0	Cell905178
0	Cell905180
0	Cell905368
0	Cell905416
0	Cell905718
0	Cell905776
0	Cell905862
0	Cell906176
0	Cell906237
0	Cell906269
0	Cell906315
0	Cell906339
0	Cell906445
0	Cell906446
0	Cell906474
0	Cell906616
0	Cell906736
0	Cell906983
0	Cell907359
0	Cell907425
0	Cell907537
0	Cell907721
0	Cell908290
0	Cell908391
0	Cell908396
0	Cell908438
0	Cell908491
0	Cell908910
0	Cell909267
0	Cell909321
0	Cell909400
0	Cell909537
0	Cell909764
0	Cell910034
0	Cell910201
0	Cell910279
0	Cell910420
0	Cell910460
0	Cell911129
0	Cell911422
0	Cell911780
0	Cell911816
0	Cell912475
0	Cell913222
0	Cell913789
0	Cell913844
0	Cell913920
0	Cell914000
0	Cell914058
0	Cell914065
0	Cell914127
0	Cell914519
0	Cell914912
0	Cell915084
0	Cell915180
0	Cell915192
0	Cell915196
0	Cell915650
0	Cell916126
0	Cell916209
0	Cell916279
0	Cell916320
0	Cell916325
0	Cell916377
0	Cell916422
0	Cell916777
0	Cell916932
0	Cell916973
0	Cell918220
0	Cell918235
0	Cell918487
0	Cell918504
0	Cell918612
0	Cell918615
0	Cell918666
0	Cell918880
0	Cell919001
0	Cell919086
0	Cell919224
0	Cell919273
0	Cell919331
0	Cell919523
0	Cell919637
0	Cell919780
0	Cell919950
0	Cell919974
0	Cell919978
0	Cell920007
0	Cell920069
0	Cell920093
0	Cell920257
0	Cell920436
0	Cell920595
0	Cell920644
0	Cell920674
0	Cell920767
0	Cell920896
0	Cell920993
0	Cell921204
0	Cell921439
0	Cell921533
0	Cell921558
0	Cell921572
0	Cell921989
0	Cell922125
0	Cell922143
0	Cell922230
0	Cell922365
0	Cell922534
0	Cell922740
0	Cell922980
0	Cell923090
0	Cell923343
0	Cell923552
0	Cell923696
0	Cell923727
0	Cell923940
0	Cell924105
0	Cell924137
0	Cell924150
0	Cell924271
0	Cell924272
0	Cell924416
0	Cell924578
0	Cell924750
0	Cell924772
0	Cell924803
0	Cell924971
0	Cell924998
0	Cell925056
0	Cell925138
0	Cell925197
0	Cell925372
0	Cell925475
0	Cell925500
0	Cell925529
0	Cell925549
0	Cell925615
0	Cell925878
0	Cell926023
0	Cell926062
0	Cell926234
0	Cell926265
0	Cell926284
0	Cell926406
0	Cell926586
0	Cell926607
0	Cell926730
0	Cell926754
0	Cell926952
0	Cell927029
0	Cell927416
0	Cell927655
0	Cell927739
0	Cell928004
0	Cell928572
0	Cell928810
0	Cell928967
0	Cell928998
0	Cell929093
0	Cell929155
0	Cell929219
0	Cell929489
0	Cell929919
0	Cell930149
0	Cell930302
0	Cell930500
0	Cell931287
0	Cell931530
0	Cell931770
0	Cell931814
0	Cell931823
0	Cell931896
0	Cell932067
0	Cell932076
0	Cell932223
0	Cell932251
0	Cell932259
0	Cell932519
0	Cell932748
0	Cell932804
0	Cell933149
0	Cell933278
0	Cell933284
0	Cell933285
0	Cell933321
0	Cell933460
0	Cell933479
0	Cell933680
0	Cell933854
0	Cell933862
0	Cell934002
0	Cell934072
0	Cell934676
0	Cell934806
0	Cell934962
0	Cell935627
0	Cell935630
0	Cell936129
0	Cell936205
0	Cell936414
0	Cell936563
1	Cell1006223
1	Cell1032184
1	Cell1033422
1	Cell1107436
1	Cell1215020
1	Cell1217749
1	Cell1221535
1	Cell1226123
1	Cell3301188
1	Cell3301260
1	Cell3302060
1	Cell3302148
1	Cell3302706
1	Cell3303024
1	Cell3303331
1	Cell3304773
1	Cell3305127
1	Cell3306140
1	Cell3307184
1	Cell3307434
1	Cell3308148
1	Cell3308273
1	Cell3308545
1	Cell3308752
1	Cell3309458
1	Cell3309502
1	Cell3309966
1	Cell3310003
1	Cell3310296
1	Cell3310588
1	Cell3310888
1	Cell3311970
1	Cell3312096
1	Cell3312176
1	Cell3312592
1	Cell3314498
1	Cell3314910
1	Cell3315744
1	Cell3315789
1	Cell3315836
1	Cell3317439
1	Cell3318343
1	Cell3318779
1	Cell3318981
1	Cell3319106
1	Cell3320233
1	Cell3320262
1	Cell3321236
1	Cell3321567
1	Cell3323139
1	Cell3323868
1	Cell3325912
1	Cell3325913
1	Cell3326178
1	Cell3326304
1	Cell3328227
1	Cell3328650
1	Cell3328868
1	Cell3329120
1	Cell3331454
1	Cell3331669
1	Cell3332494
1	Cell3333109
1	Cell3334551
1	Cell3335081
1	Cell3335135
1	Cell3335585
1	Cell3500021
1	Cell3500063
1	Cell3500880
1	Cell3502213
1	Cell3503985
1	Cell3504861
1	Cell3505127
1	Cell3505289
1	Cell3505868
1	Cell3506450
1	Cell3506962
1	Cell3508225
1	Cell3509864
1	Cell3511569
1	Cell3511896
1	Cell3512788
1	Cell3512885
1	Cell3512949
1	Cell3514792
1	Cell3514881
1	Cell3515828
1	Cell3516674
1	Cell3516912
1	Cell3517234
1	Cell3518402
1	Cell3518448
1	Cell3519579
1	Cell3519899
1	Cell3520218
1	Cell3520600
1	Cell3520880
1	Cell3521168
1	Cell3521210
1	Cell3521378
1	Cell3521400
1	Cell3524127
1	Cell3525025
1	Cell3525202
1	Cell3525931
1	Cell3526768
1	Cell3527351
1	Cell3528463
1	Cell3528505
1	Cell3529634
1	Cell3529660
1	Cell3529984
1	Cell3530170
1	Cell3530580
1	Cell3531557
1	Cell3531601
1	Cell3532752
1	Cell3532904
1	Cell3533134
1	Cell3533349
1	Cell3533729
1	Cell3535912
1	Cell510852
1	Cell904086
Mist2	Cell1023726
Mist2	Cell1103976
Mist2	Cell1126211
Mist2	Cell1402408
Mist2	Cell1407825
Mist2	Cell1411085
Mist2	Cell1432662
Mist2	Cell1434553
Mist2	Cell1435065
Mist2	Cell1501399
Mist2	Cell1524705
Mist2	Cell1529832
Mist2	Cell2723442
Mist2	Cell3119068
Mist2	Cell3219075
Mist2	Cell3311917
Mist2	Cell3324787
Mist2	Cell3326420
Mist2	Cell3404704
Mist2	Cell3405945
Mist2	Cell3407177
Mist2	Cell3408148
Mist2	Cell3419122
Mist2	Cell3430782
Mist2	Cell511193
Mist2	Cell527201
Mist2	Cell530399
Mist2	Cell710458
Mist2	Cell720447
Mist2	Cell734696
Mist2	Cell827517
Mist2	Cell829825
Mist2	Cell902849
Mist2	Cell910044
Mist2	Cell930888
